item_id,fuente,url,search_url,pagina_origen,scraped_at_utc,titulo,tipo_propiedad,tipo_operacion,moneda,precio,precio_texto,desde,inmobiliaria,direccion,barrio,localidad,provincia,ambientes_min,ambientes_max,banios_min,banios_max,dormitorios_min,dormitorios_max,superficie_min_m2,superficie_max_m2,tipo_superficie,imagen_principal,destacado,emprendimiento,posesion,unidades_disponibles,atributos_texto,texto_tarjeta,parse_warnings,posicion_pagina,slug,calle,altura,comuna,precio_anterior,descuento_pct,precio_m2_min,precio_m2_max,amplitud_superficie_m2,es_rango_superficie,es_rango_ambientes,monoambiente,apto_credito,balcon,terraza,pileta,parrilla,cochera_mencionada,amenities_mencionadas,estado_entrega,cantidad_atributos,completitud_pct,imagen_id,imagen_extension
MLA2698335478,Mercado Libre,https://departamento.mercadolibre.com.ar/MLA-2698335478-departamento-alquiler-temporario-3-ambientes-amoblado-y-equipado-recoleta-_JM,https://inmuebles.mercadolibre.com.ar/departamentos/alquiler-temporal/capital-federal/,1,2026-09-03T17:22:27.502870+00:00,Departamento Alquiler Temporario 3 Ambientes Amoblado Y Equipado Recoleta,departamento,alquiler temporal,USD,1400.0,US$ 1.400,0,,"Av. Cnel. Díaz 2400, Recoleta, Capital Federal",Recoleta,Capital Federal,Capital Federal,3,3,3,3,,,120.0,120.0,cubierta,https://http2.mlstatic.com/D_NQ_NP_2X_786192-MLA102668267049_122025-E.webp,1,0,,,3 ambs. | 3 baños | 120 m² cubiertos,"Departamento en alquiler temporal Departamento Alquiler Temporario 3 Ambientes Amoblado Y Equipado Recoleta US$ 1.400 3 ambs. 3 baños 120 m² cubiertos Av. Cnel. Díaz 2400, Recoleta, Capital Federal Destacado",,1,MLA-2698335478-departamento-alquiler-temporario-3-ambientes-amoblado-y-equipado-recoleta-_JM,Av. Cnel. Díaz,2400,2,,,11.67,11.67,0.0,0,0,0,0,0,0,0,0,0,0,,3,85.7,D_NQ_NP_2X_786192-MLA102668267049_122025-E,webp
MLA1613951673,Mercado Libre,https://departamento.mercadolibre.com.ar/MLA-1613951673-departamento-alquiler-temporario-4-ambientes-amoblado-y-equipado-recoleta-_JM,https://inmuebles.mercadolibre.com.ar/departamentos/alquiler-temporal/capital-federal/,1,2026-09-03T17:22:27.504281+00:00,Departamento Alquiler Temporario 4 Ambientes Amoblado Y Equipado Recoleta,departamento,alquiler temporal,USD,1400.0,US$ 1.400,0,,"Av. Cnel. Díaz 2400, Recoleta, Capital Federal",Recoleta,Capital Federal,Capital Federal,4,4,3,3,,,120.0,120.0,cubierta,https://http2.mlstatic.com/D_NQ_NP_2X_936064-MLA102667552269_122025-E.webp,1,0,,,4 ambs. | 3 baños | 120 m² cubiertos,"Departamento en alquiler temporal Departamento Alquiler Temporario 4 Ambientes Amoblado Y Equipado Recoleta US$ 1.400 4 ambs. 3 baños 120 m² cubiertos Av. Cnel. Díaz 2400, Recoleta, Capital Federal Destacado",,2,MLA-1613951673-departamento-alquiler-temporario-4-ambientes-amoblado-y-equipado-recoleta-_JM,Av. Cnel. Díaz,2400,2,,,11.67,11.67,0.0,0,0,0,0,0,0,0,0,0,0,,3,85.7,D_NQ_NP_2X_936064-MLA102667552269_122025-E,webp
MLA3809030658,Mercado Libre,https://departamento.mercadolibre.com.ar/MLA-3809030658-alquiler-temporal-3-ambientes-puerto-madero-_JM,https://inmuebles.mercadolibre.com.ar/departamentos/alquiler-temporal/capital-federal/,1,2026-09-03T17:22:27.505059+00:00,Alquiler Temporal 3 Ambientes Puerto Madero,departamento,alquiler temporal,USD,4000.0,US$ 4.000,0,,"Lola Mora Al 400. Entre Juana Manso Y Julieta Lanteri, Puerto Madero, Capital Federal",Puerto Madero,Capital Federal,Capital Federal,3,3,1,1,,,100.0,100.0,cubierta,https://http2.mlstatic.com/D_NQ_NP_2X_950518-MLA114987131426_082026-E.webp,1,0,,,3 ambs. | 1 baño | 100 m² cubiertos,"Departamento en alquiler temporal Alquiler Temporal 3 Ambientes Puerto Madero US$ 4.000 3 ambs. 1 baño 100 m² cubiertos Lola Mora Al 400. Entre Juana Manso Y Julieta Lanteri, Puerto Madero, Capital Federal Destacado",,3,MLA-3809030658-alquiler-temporal-3-ambientes-puerto-madero-_JM,Lola Mora Al 400. Entre Juana Manso Y Julieta Lanteri,,1,,,40.0,40.0,0.0,0,0,0,0,0,0,0,0,0,0,,3,85.7,D_NQ_NP_2X_950518-MLA114987131426_082026-E,webp
MLA3731193956,Mercado Libre,https://departamento.mercadolibre.com.ar/MLA-3731193956-alquiler-temporal-amoblado-3-ambientes-cbalcon-colegiales-_JM,https://inmuebles.mercadolibre.com.ar/departamentos/alquiler-temporal/capital-federal/,1,2026-09-03T17:22:27.506094+00:00,Alquiler Temporal Amoblado 3 Ambientes C/balcón Colegiales,departamento,alquiler temporal,USD,2300.0,US$ 2.300,0,,"Enrique Martinez Al 200. Entre Santos Dumont Y Av Jorge Newbery, Colegiales, Capital Federal",Colegiales,Capital Federal,Capital Federal,3,3,2,2,,,71.0,71.0,cubierta,https://http2.mlstatic.com/D_NQ_NP_2X_775173-MLA114307029642_082026-E.webp,1,0,,,3 ambs. | 2 baños | 71 m² cubiertos,"Departamento en alquiler temporal Alquiler Temporal Amoblado 3 Ambientes C/balcón Colegiales US$ 2.300 3 ambs. 2 baños 71 m² cubiertos Enrique Martinez Al 200. Entre Santos Dumont Y Av Jorge Newbery, Colegiales, Capital Federal Destacado",,4,MLA-3731193956-alquiler-temporal-amoblado-3-ambientes-cbalcon-colegiales-_JM,Enrique Martinez Al 200. Entre Santos Dumont Y Av Jorge Newbery,,13,,,32.39,32.39,0.0,0,0,0,0,1,0,0,0,0,0,,3,85.7,D_NQ_NP_2X_775173-MLA114307029642_082026-E,webp
MLA3862278974,Mercado Libre,https://departamento.mercadolibre.com.ar/MLA-3862278974-alquiler-amoblado-2-ambientes-concepcion-live-colegiales-_JM,https://inmuebles.mercadolibre.com.ar/departamentos/alquiler-temporal/capital-federal/,1,2026-09-03T17:22:27.507157+00:00,Alquiler Amoblado 2 Ambientes Concepción Live Colegiales,departamento,alquiler temporal,USD,2200.0,US$ 2.200,0,,"Concepcion Arenal Al 2900. Entre Zapiola Y Conesa, Palermo Hollywood, Capital Federal",Palermo Hollywood,Capital Federal,Capital Federal,2,2,1,1,,,45.0,45.0,cubierta,https://http2.mlstatic.com/D_NQ_NP_2X_853635-MLA116722972359_082026-E.webp,1,0,,,2 ambs. | 1 baño | 45 m² cubiertos,"Departamento en alquiler temporal Alquiler Amoblado 2 Ambientes Concepción Live Colegiales US$ 2.200 2 ambs. 1 baño 45 m² cubiertos Concepcion Arenal Al 2900. Entre Zapiola Y Conesa, Palermo Hollywood, Capital Federal Destacado",,5,MLA-3862278974-alquiler-amoblado-2-ambientes-concepcion-live-colegiales-_JM,Concepcion Arenal Al 2900. Entre Zapiola Y Conesa,,14,,,48.89,48.89,0.0,0,0,0,0,0,0,0,0,0,0,,3,85.7,D_NQ_NP_2X_853635-MLA116722972359_082026-E,webp
MLA3868959096,Mercado Libre,https://departamento.mercadolibre.com.ar/MLA-3868959096-departamento-en-alquiler-amoblado-temporario-2-pax-lavarropas-recoleta-_JM,https://inmuebles.mercadolibre.com.ar/departamentos/alquiler-temporal/capital-federal/,1,2026-09-03T17:22:27.507903+00:00,Departamento En Alquiler Amoblado Temporario 2 Pax. Lavarropas. Recoleta,departamento,alquiler temporal,USD,700.0,US$ 700,0,,"Uriburu 1514 Al 1500, Recoleta, Capital Federal",Recoleta,Capital Federal,Capital Federal,2,2,1,1,,,30.0,30.0,cubierta,https://http2.mlstatic.com/D_NQ_NP_2X_782360-MLA116773788855_082026-E.webp,1,0,,,2 ambs. | 1 baño | 30 m² cubiertos,"Departamento en alquiler temporal Departamento En Alquiler Amoblado Temporario 2 Pax. Lavarropas. Recoleta US$ 700 2 ambs. 1 baño 30 m² cubiertos Uriburu 1514 Al 1500, Recoleta, Capital Federal Destacado",,6,MLA-3868959096-departamento-en-alquiler-amoblado-temporario-2-pax-lavarropas-recoleta-_JM,Uriburu 1514 Al,1500,2,,,23.33,23.33,0.0,0,0,0,0,0,0,0,0,0,0,,3,85.7,D_NQ_NP_2X_782360-MLA116773788855_082026-E,webp
MLA3770431896,Mercado Libre,https://departamento.mercadolibre.com.ar/MLA-3770431896-alquiler-temporal-2-ambientes-concepcion-live-colegiales-_JM,https://inmuebles.mercadolibre.com.ar/departamentos/alquiler-temporal/capital-federal/,1,2026-09-03T17:22:27.508680+00:00,Alquiler Temporal 2 Ambientes Concepción Live Colegiales,departamento,alquiler temporal,USD,2000.0,US$ 2.000 BAJÓ DE PRECIO,0,,"Concepcion Arenal Al 2900. Entre Zapiola Y Conesa, Colegiales, Capital Federal",Colegiales,Capital Federal,Capital Federal,2,2,1,1,,,47.0,47.0,cubierta,https://http2.mlstatic.com/D_NQ_NP_2X_683008-MLA115963493569_082026-E.webp,1,0,,,2 ambs. | 1 baño | 47 m² cubiertos,"Departamento en alquiler temporal Alquiler Temporal 2 Ambientes Concepción Live Colegiales US$ 2.500 US$ 2.000 BAJÓ DE PRECIO 2 ambs. 1 baño 47 m² cubiertos Concepcion Arenal Al 2900. Entre Zapiola Y Conesa, Colegiales, Capital Federal Destacado",,7,MLA-3770431896-alquiler-temporal-2-ambientes-concepcion-live-colegiales-_JM,Concepcion Arenal Al 2900. Entre Zapiola Y Conesa,,13,,,42.55,42.55,0.0,0,0,0,0,0,0,0,0,0,0,,3,85.7,D_NQ_NP_2X_683008-MLA115963493569_082026-E,webp
MLA1981334047,Mercado Libre,https://departamento.mercadolibre.com.ar/MLA-1981334047-alquiler-temporal-4-ambientes-amoblado-con-cochera-bajo-belgrano-_JM,https://inmuebles.mercadolibre.com.ar/departamentos/alquiler-temporal/capital-federal/,1,2026-09-03T17:22:27.509940+00:00,Alquiler Temporal 4 Ambientes Amoblado Con Cochera Bajo Belgrano,departamento,alquiler temporal,USD,3100.0,US$ 3.100,0,,"Dragones Al 2200. Entre Av. Olazabal Y Mendoza, Belgrano, Capital Federal",Belgrano,Capital Federal,Capital Federal,4,4,2,2,,,107.0,107.0,cubierta,https://http2.mlstatic.com/D_NQ_NP_2X_746972-MLA116025845805_082026-E.webp,1,0,,,4 ambs. | 2 baños | 107 m² cubiertos,"Departamento en alquiler temporal Alquiler Temporal 4 Ambientes Amoblado Con Cochera Bajo Belgrano US$ 3.100 4 ambs. 2 baños 107 m² cubiertos Dragones Al 2200. Entre Av. Olazabal Y Mendoza, Belgrano, Capital Federal Destacado",,8,MLA-1981334047-alquiler-temporal-4-ambientes-amoblado-con-cochera-bajo-belgrano-_JM,Dragones Al 2200. Entre Av. Olazabal Y Mendoza,,13,,,28.97,28.97,0.0,0,0,0,0,0,0,0,0,1,0,,3,85.7,D_NQ_NP_2X_746972-MLA116025845805_082026-E,webp
MLA3792111602,Mercado Libre,https://departamento.mercadolibre.com.ar/MLA-3792111602-departamento-en-puerto-madero-2-ambientes-amoblado-_JM,https://inmuebles.mercadolibre.com.ar/departamentos/alquiler-temporal/capital-federal/,1,2026-09-03T17:22:27.510713+00:00,Departamento En Puerto Madero 2 Ambientes Amoblado,departamento,alquiler temporal,USD,3200.0,US$ 3.200,0,,"The Link Tower - 2 Ambientes - 65 M2 - Puerto Madero, Puerto Madero, Capital Federal",Puerto Madero,Capital Federal,Capital Federal,2,2,1,1,,,65.0,65.0,cubierta,https://http2.mlstatic.com/D_NQ_NP_2X_609551-MLA116210242073_082026-E.webp,1,0,,,2 ambs. | 1 baño | 65 m² cubiertos,"Departamento en alquiler temporal Departamento En Puerto Madero 2 Ambientes Amoblado US$ 3.200 2 ambs. 1 baño 65 m² cubiertos The Link Tower - 2 Ambientes - 65 M2 - Puerto Madero, Puerto Madero, Capital Federal Destacado",,9,MLA-3792111602-departamento-en-puerto-madero-2-ambientes-amoblado-_JM,The Link Tower - 2 Ambientes - 65 M2 - Puerto Madero,,1,,,49.23,49.23,0.0,0,0,0,0,0,0,0,0,0,0,,3,85.7,D_NQ_NP_2X_609551-MLA116210242073_082026-E,webp
MLA3899903132,Mercado Libre,https://departamento.mercadolibre.com.ar/MLA-3899903132-departamento-alquiler-temporal-monoambiente-amenities-las-canitas-_JM,https://inmuebles.mercadolibre.com.ar/departamentos/alquiler-temporal/capital-federal/,1,2026-09-03T17:22:27.511560+00:00,Departamento Alquiler Temporal Monoambiente Amenities Las Cañitas,departamento,alquiler temporal,ARS,650000.0,$ 650.000,0,,"Federico Lacroze 1800, Las Cañitas, Capital Federal",Las Cañitas,Capital Federal,Capital Federal,1,1,1,1,,,35.0,35.0,cubierta,https://http2.mlstatic.com/D_NQ_NP_2X_612926-MLA115589565578_092026-E.webp,1,0,,,1 amb. | 1 baño | 35 m² cubiertos,"PUBLICADO ESTA SEMANA Departamento en alquiler temporal Departamento Alquiler Temporal Monoambiente Amenities Las Cañitas $ 650.000 1 amb. 1 baño 35 m² cubiertos Federico Lacroze 1800, Las Cañitas, Capital Federal Destacado",,10,MLA-3899903132-departamento-alquiler-temporal-monoambiente-amenities-las-canitas-_JM,Federico Lacroze,1800,,,,18571.43,18571.43,0.0,0,0,1,0,0,0,0,0,0,1,,3,85.7,D_NQ_NP_2X_612926-MLA115589565578_092026-E,webp
MLA3768720396,Mercado Libre,https://departamento.mercadolibre.com.ar/MLA-3768720396-alquiler-departamento-con-cochera-equipado-amoblado-y-amenities-_JM,https://inmuebles.mercadolibre.com.ar/departamentos/alquiler-temporal/capital-federal/,1,2026-09-03T17:22:27.512459+00:00,"Alquiler Departamento Con Cochera, Equipado, Amoblado Y Amenities.",departamento,alquiler temporal,USD,950.0,US$ 950,0,,"Amenábar 30, Palermo Hollywood, Capital Federal",Palermo Hollywood,Capital Federal,Capital Federal,1,1,1,1,,,40.0,40.0,cubierta,https://http2.mlstatic.com/D_NQ_NP_2X_652368-MLA114585798402_082026-E.webp,1,0,,,1 amb. | 1 baño | 40 m² cubiertos,"Departamento en alquiler temporal Alquiler Departamento Con Cochera, Equipado, Amoblado Y Amenities. US$ 950 1 amb. 1 baño 40 m² cubiertos Amenábar 30, Palermo Hollywood, Capital Federal Destacado",,11,MLA-3768720396-alquiler-departamento-con-cochera-equipado-amoblado-y-amenities-_JM,Amenábar,30,14,,,23.75,23.75,0.0,0,0,1,0,0,0,0,0,1,1,,3,85.7,D_NQ_NP_2X_652368-MLA114585798402_082026-E,webp
MLA1986927303,Mercado Libre,https://departamento.mercadolibre.com.ar/MLA-1986927303-departamento-dos-ambientes-amoblado-en-alquiler-_JM,https://inmuebles.mercadolibre.com.ar/departamentos/alquiler-temporal/capital-federal/,1,2026-09-03T17:22:27.513212+00:00,Departamento Dos Ambientes Amoblado En Alquiler,departamento,alquiler temporal,USD,850.0,US$ 850,0,,"Manzanares Al 1600, Núñez, Capital Federal",Núñez,Capital Federal,Capital Federal,2,2,1,1,,,39.0,39.0,cubierta,https://http2.mlstatic.com/D_NQ_NP_2X_902997-MLA116120077353_082026-E.webp,1,0,,,2 ambs. | 1 baño | 39 m² cubiertos,"Departamento en alquiler temporal Departamento Dos Ambientes Amoblado En Alquiler US$ 850 2 ambs. 1 baño 39 m² cubiertos Manzanares Al 1600, Núñez, Capital Federal Destacado",,12,MLA-1986927303-departamento-dos-ambientes-amoblado-en-alquiler-_JM,Manzanares Al,1600,13,,,21.79,21.79,0.0,0,0,0,0,0,0,0,0,0,0,,3,85.7,D_NQ_NP_2X_902997-MLA116120077353_082026-E,webp
MLA3880838488,Mercado Libre,https://departamento.mercadolibre.com.ar/MLA-3880838488-alquiler-2-ambientes-amoblado-palermo-chico-_JM,https://inmuebles.mercadolibre.com.ar/departamentos/alquiler-temporal/capital-federal/,1,2026-09-03T17:22:27.514303+00:00,Alquiler 2 Ambientes Amoblado Palermo Chico,departamento,alquiler temporal,USD,700.0,US$ 700,0,,"Cabello Al 3600. Entre Ugarteche, Palermo Chico, Capital Federal",Palermo Chico,Capital Federal,Capital Federal,2,2,1,1,,,42.0,42.0,cubierta,https://http2.mlstatic.com/D_NQ_NP_2X_689897-MLA115444542794_082026-E.webp,1,0,,,2 ambs. | 1 baño | 42 m² cubiertos,"PUBLICADO ESTA SEMANA Departamento en alquiler temporal Alquiler 2 Ambientes Amoblado Palermo Chico US$ 700 2 ambs. 1 baño 42 m² cubiertos Cabello Al 3600. Entre Ugarteche, Palermo Chico, Capital Federal Destacado",,13,MLA-3880838488-alquiler-2-ambientes-amoblado-palermo-chico-_JM,Cabello Al 3600. Entre Ugarteche,,14,,,16.67,16.67,0.0,0,0,0,0,0,0,0,0,0,0,,3,85.7,D_NQ_NP_2X_689897-MLA115444542794_082026-E,webp
MLA2032524691,Mercado Libre,https://departamento.mercadolibre.com.ar/MLA-2032524691-alquiler-depto-amoblado-2-ambientes-recoleta-_JM,https://inmuebles.mercadolibre.com.ar/departamentos/alquiler-temporal/capital-federal/,1,2026-09-03T17:22:27.515533+00:00,Alquiler Depto Amoblado 2 Ambientes Recoleta,departamento,alquiler temporal,USD,600.0,US$ 600,0,,"Ayacucho 2000, Barrio Norte, Capital Federal",Barrio Norte,Capital Federal,Capital Federal,2,2,1,1,,,37.0,37.0,cubierta,https://http2.mlstatic.com/D_NQ_NP_2X_612986-MLA115260099568_082026-E.webp,1,0,,,2 ambs. | 1 baño | 37 m² cubiertos,"Departamento en alquiler temporal Alquiler Depto Amoblado 2 Ambientes Recoleta US$ 600 2 ambs. 1 baño 37 m² cubiertos Ayacucho 2000, Barrio Norte, Capital Federal Destacado",,14,MLA-2032524691-alquiler-depto-amoblado-2-ambientes-recoleta-_JM,Ayacucho,2000,,,,16.22,16.22,0.0,0,0,0,0,0,0,0,0,0,0,,3,85.7,D_NQ_NP_2X_612986-MLA115260099568_082026-E,webp
MLA1977107409,Mercado Libre,https://departamento.mercadolibre.com.ar/MLA-1977107409-departamento-alquiler-temporario-monoambiente-amoblado-y-equipado-full-amenities-palermo-_JM,https://inmuebles.mercadolibre.com.ar/departamentos/alquiler-temporal/capital-federal/,1,2026-09-03T17:22:27.516725+00:00,Departamento Alquiler Temporario Monoambiente Amoblado Y Equipado Full Amenities Palermo,departamento,alquiler temporal,USD,650.0,US$ 650,0,,"Av. Dorrego 1400, Palermo Hollywood, Capital Federal",Palermo Hollywood,Capital Federal,Capital Federal,1,1,1,1,,,40.0,40.0,cubierta,https://http2.mlstatic.com/D_NQ_NP_2X_690532-MLA114593636522_082026-E.webp,1,0,,,1 amb. | 1 baño | 40 m² cubiertos,"Departamento en alquiler temporal Departamento Alquiler Temporario Monoambiente Amoblado Y Equipado Full Amenities Palermo US$ 650 1 amb. 1 baño 40 m² cubiertos Av. Dorrego 1400, Palermo Hollywood, Capital Federal Destacado",,15,MLA-1977107409-departamento-alquiler-temporario-monoambiente-amoblado-y-equipado-full-amenities-palermo-_JM,Av. Dorrego,1400,14,,,16.25,16.25,0.0,0,0,1,0,0,0,0,0,0,1,,3,85.7,D_NQ_NP_2X_690532-MLA114593636522_082026-E,webp
MLA3499459340,Mercado Libre,https://departamento.mercadolibre.com.ar/MLA-3499459340-departamento-alquiler-temporario-3-ambientes-amoblado-y-equipado-cochera-vista-al-polo-las-canitas-_JM,https://inmuebles.mercadolibre.com.ar/departamentos/alquiler-temporal/capital-federal/,1,2026-09-03T17:22:27.517502+00:00,Departamento Alquiler Temporario 3 Ambientes Amoblado Y Equipado Cochera Vista Al Polo Las Cañitas,departamento,alquiler temporal,USD,1800.0,US$ 1.800,0,,"Soldado De La Independencia 400, Las Cañitas, Capital Federal",Las Cañitas,Capital Federal,Capital Federal,3,3,2,2,,,90.0,90.0,cubierta,https://http2.mlstatic.com/D_NQ_NP_2X_809695-MLA112461980778_062026-E.webp,1,0,,,3 ambs. | 2 baños | 90 m² cubiertos,"Departamento en alquiler temporal Departamento Alquiler Temporario 3 Ambientes Amoblado Y Equipado Cochera Vista Al Polo Las Cañitas US$ 1.800 3 ambs. 2 baños 90 m² cubiertos Soldado De La Independencia 400, Las Cañitas, Capital Federal Destacado",,16,MLA-3499459340-departamento-alquiler-temporario-3-ambientes-amoblado-y-equipado-cochera-vista-al-polo-las-canitas-_JM,Soldado De La Independencia,400,,,,20.0,20.0,0.0,0,0,0,0,0,0,0,0,1,0,,3,85.7,D_NQ_NP_2X_809695-MLA112461980778_062026-E,webp
MLA1582383891,Mercado Libre,https://departamento.mercadolibre.com.ar/MLA-1582383891-departamento-alquiler-temporario-monoambiente-amoblado-y-equipado-full-amenities-vigilancia-palermo-_JM,https://inmuebles.mercadolibre.com.ar/departamentos/alquiler-temporal/capital-federal/,1,2026-09-03T17:22:27.518268+00:00,Departamento Alquiler Temporario Monoambiente Amoblado Y Equipado Full Amenities Vigilancia Palermo,departamento,alquiler temporal,USD,650.0,US$ 650,0,,"Güemes 4400, Palermo, Capital Federal",Palermo,Capital Federal,Capital Federal,1,1,1,1,,,40.0,40.0,cubierta,https://http2.mlstatic.com/D_NQ_NP_2X_937544-MLA81892367856_012025-E.webp,1,0,,,1 amb. | 1 baño | 40 m² cubiertos,"Departamento en alquiler temporal Departamento Alquiler Temporario Monoambiente Amoblado Y Equipado Full Amenities Vigilancia Palermo US$ 650 1 amb. 1 baño 40 m² cubiertos Güemes 4400, Palermo, Capital Federal Destacado",,17,MLA-1582383891-departamento-alquiler-temporario-monoambiente-amoblado-y-equipado-full-amenities-vigilancia-palermo-_JM,Güemes,4400,14,,,16.25,16.25,0.0,0,0,1,0,0,0,0,0,0,1,,3,85.7,D_NQ_NP_2X_937544-MLA81892367856_012025-E,webp
MLA1769764709,Mercado Libre,https://departamento.mercadolibre.com.ar/MLA-1769764709-alquiler-amoblado-2-ambientes-palacio-raggio-san-telmo-_JM,https://inmuebles.mercadolibre.com.ar/departamentos/alquiler-temporal/capital-federal/,1,2026-09-03T17:22:27.518981+00:00,Alquiler Amoblado 2 Ambientes Palacio Raggio San Telmo,departamento,alquiler temporal,ARS,1500000.0,$ 1.500.000,0,,"Moreno Al 500. Entre Bolivar Y Peru, San Telmo, Capital Federal",San Telmo,Capital Federal,Capital Federal,2,2,1,1,,,52.0,52.0,cubierta,https://http2.mlstatic.com/D_NQ_NP_2X_668291-MLA112452480245_052026-E.webp,1,0,,,2 ambs. | 1 baño | 52 m² cubiertos,"Departamento en alquiler temporal Alquiler Amoblado 2 Ambientes Palacio Raggio San Telmo $ 1.500.000 2 ambs. 1 baño 52 m² cubiertos Moreno Al 500. Entre Bolivar Y Peru, San Telmo, Capital Federal Destacado",,18,MLA-1769764709-alquiler-amoblado-2-ambientes-palacio-raggio-san-telmo-_JM,Moreno Al 500. Entre Bolivar Y Peru,,1,,,28846.15,28846.15,0.0,0,0,0,0,0,0,0,0,0,0,,3,85.7,D_NQ_NP_2X_668291-MLA112452480245_052026-E,webp
MLA3833447716,Mercado Libre,https://departamento.mercadolibre.com.ar/MLA-3833447716-departamento-alquiler-temporario-5-ambientes-amoblado-y-equipado-cochera-recoleta-_JM,https://inmuebles.mercadolibre.com.ar/departamentos/alquiler-temporal/capital-federal/,1,2026-09-03T17:22:27.519709+00:00,Departamento Alquiler Temporario 5 Ambientes Amoblado Y Equipado Cochera Recoleta,departamento,alquiler temporal,USD,1500.0,US$ 1.500,0,,"Dr. Tomás Manuel De Anchorena 1700, Recoleta, Capital Federal",Recoleta,Capital Federal,Capital Federal,5,5,2,2,,,100.0,100.0,cubierta,https://http2.mlstatic.com/D_NQ_NP_2X_708169-MLA116495575563_082026-E.webp,1,0,,,5 ambs. | 2 baños | 100 m² cubiertos,"Departamento en alquiler temporal Departamento Alquiler Temporario 5 Ambientes Amoblado Y Equipado Cochera Recoleta US$ 1.500 5 ambs. 2 baños 100 m² cubiertos Dr. Tomás Manuel De Anchorena 1700, Recoleta, Capital Federal Destacado",,19,MLA-3833447716-departamento-alquiler-temporario-5-ambientes-amoblado-y-equipado-cochera-recoleta-_JM,Dr. Tomás Manuel De Anchorena,1700,2,,,15.0,15.0,0.0,0,0,0,0,0,0,0,0,1,0,,3,85.7,D_NQ_NP_2X_708169-MLA116495575563_082026-E,webp
MLA3655724982,Mercado Libre,https://departamento.mercadolibre.com.ar/MLA-3655724982-monoambiente-con-cochera-fija-_JM,https://inmuebles.mercadolibre.com.ar/departamentos/alquiler-temporal/capital-federal/,1,2026-09-03T17:22:27.520489+00:00,Monoambiente Con Cochera Fija,departamento,alquiler temporal,USD,550.0,US$ 550 BAJÓ DE PRECIO,0,,"Aguirre 1551, Chacarita, Capital Federal",Chacarita,Capital Federal,Capital Federal,1,1,1,1,,,36.0,36.0,cubierta,https://http2.mlstatic.com/D_NQ_NP_2X_740892-MLA115010561721_072026-E.webp,1,0,,,1 amb. | 1 baño | 36 m² cubiertos,"Departamento en alquiler temporal Monoambiente Con Cochera Fija US$ 650 US$ 550 BAJÓ DE PRECIO 1 amb. 1 baño 36 m² cubiertos Aguirre 1551, Chacarita, Capital Federal Destacado",,20,MLA-3655724982-monoambiente-con-cochera-fija-_JM,Aguirre,1551,15,,,15.28,15.28,0.0,0,0,1,0,0,0,0,0,1,0,,3,85.7,D_NQ_NP_2X_740892-MLA115010561721_072026-E,webp
MLA3505955966,Mercado Libre,https://departamento.mercadolibre.com.ar/MLA-3505955966-alquiler-departamento-3-ambientes-villa-devoto-amoblado-_JM,https://inmuebles.mercadolibre.com.ar/departamentos/alquiler-temporal/capital-federal/,1,2026-09-03T17:22:27.521195+00:00,Alquiler Departamento 3 Ambientes Villa Devoto Amoblado,departamento,alquiler temporal,USD,1200.0,US$ 1.200,0,,"Asuncion Al 5100. Entre Cervantes, Villa Devoto, Capital Federal",Villa Devoto,Capital Federal,Capital Federal,3,3,1,1,,,75.0,75.0,cubierta,https://http2.mlstatic.com/D_NQ_NP_2X_761075-MLA116590794671_082026-E.webp,1,0,,,3 ambs. | 1 baño | 75 m² cubiertos,"Departamento en alquiler temporal Alquiler Departamento 3 Ambientes Villa Devoto Amoblado US$ 1.200 3 ambs. 1 baño 75 m² cubiertos Asuncion Al 5100. Entre Cervantes, Villa Devoto, Capital Federal Destacado",,21,MLA-3505955966-alquiler-departamento-3-ambientes-villa-devoto-amoblado-_JM,Asuncion Al 5100. Entre Cervantes,,11,,,16.0,16.0,0.0,0,0,0,0,0,0,0,0,0,0,,3,85.7,D_NQ_NP_2X_761075-MLA116590794671_082026-E,webp
MLA1919575339,Mercado Libre,https://departamento.mercadolibre.com.ar/MLA-1919575339-alquiler-monoambiente-amoblado-y-equipado-bajas-expensas-_JM,https://inmuebles.mercadolibre.com.ar/departamentos/alquiler-temporal/capital-federal/,1,2026-09-03T17:22:27.521908+00:00,Alquiler Monoambiente Amoblado Y Equipado Bajas Expensas,departamento,alquiler temporal,USD,700.0,US$ 700,0,,"Lavallol Al 5400. Entre Bazurco Y Cochrane, Villa Devoto, Capital Federal",Villa Devoto,Capital Federal,Capital Federal,1,1,1,1,,,35.0,35.0,cubierta,https://http2.mlstatic.com/D_NQ_NP_2X_860598-MLA113779134542_072026-E.webp,1,0,,,1 amb. | 1 baño | 35 m² cubiertos,"Departamento en alquiler temporal Alquiler Monoambiente Amoblado Y Equipado Bajas Expensas US$ 700 1 amb. 1 baño 35 m² cubiertos Lavallol Al 5400. Entre Bazurco Y Cochrane, Villa Devoto, Capital Federal Destacado",,22,MLA-1919575339-alquiler-monoambiente-amoblado-y-equipado-bajas-expensas-_JM,Lavallol Al 5400. Entre Bazurco Y Cochrane,,11,,,20.0,20.0,0.0,0,0,1,0,0,0,0,0,0,0,,3,85.7,D_NQ_NP_2X_860598-MLA113779134542_072026-E,webp
