dataset,columna,n_labels_incluyendo_na,top_10_labels
df_raw_meli_alq_temp,url,4500,https://departamento.mercadolibre.com.ar/MLA-2698335478-departamento-alquiler-temporario-3-ambientes-amoblado-y-equipado-recoleta-_JM: 2 | https://departamento.mercadolibre.com.ar/MLA-1613951673-departamento-alquiler-temporario-4-ambientes-amoblado-y-equipado-recoleta-_JM: 2 | https://departamento.mercadolibre.com.ar/MLA-3809030658-alquiler-temporal-3-ambientes-puerto-madero-_JM: 2 | https://departamento.mercadolibre.com.ar/MLA-3731193956-alquiler-temporal-amoblado-3-ambientes-cbalcon-colegiales-_JM: 2 | https://departamento.mercadolibre.com.ar/MLA-3868959096-departamento-en-alquiler-amoblado-temporario-2-pax-lavarropas-recoleta-_JM: 2 | https://departamento.mercadolibre.com.ar/MLA-3770431896-alquiler-temporal-2-ambientes-concepcion-live-colegiales-_JM: 2 | https://departamento.mercadolibre.com.ar/MLA-1981334047-alquiler-temporal-4-ambientes-amoblado-con-cochera-bajo-belgrano-_JM: 2 | https://departamento.mercadolibre.com.ar/MLA-3792111602-departamento-en-puerto-madero-2-ambientes-amob
df_raw_meli_alq_temp,slug,4500,MLA-2698335478-departamento-alquiler-temporario-3-ambientes-amoblado-y-equipado-recoleta-_JM: 2 | MLA-1613951673-departamento-alquiler-temporario-4-ambientes-amoblado-y-equipado-recoleta-_JM: 2 | MLA-3809030658-alquiler-temporal-3-ambientes-puerto-madero-_JM: 2 | MLA-3731193956-alquiler-temporal-amoblado-3-ambientes-cbalcon-colegiales-_JM: 2 | MLA-3868959096-departamento-en-alquiler-amoblado-temporario-2-pax-lavarropas-recoleta-_JM: 2 | MLA-3770431896-alquiler-temporal-2-ambientes-concepcion-live-colegiales-_JM: 2 | MLA-1981334047-alquiler-temporal-4-ambientes-amoblado-con-cochera-bajo-belgrano-_JM: 2 | MLA-3792111602-departamento-en-puerto-madero-2-ambientes-amoblado-_JM: 2 | MLA-1986927303-departamento-dos-ambientes-amoblado-en-alquiler-_JM: 2 | MLA-1582383891-departamento-alquiler-temporario-monoambiente-amoblado-y-equipado-full-amenities-vigilancia-palermo-_JM: 2
df_raw_meli_alq_temp,imagen_principal,4495,https://http2.mlstatic.com/D_NQ_NP_2X_894935-MLA86341465423_062025-E.webp: 3 | https://http2.mlstatic.com/D_NQ_NP_2X_861470-MLA115354722220_082026-E.webp: 3 | https://http2.mlstatic.com/D_NQ_NP_2X_786192-MLA102668267049_122025-E.webp: 2 | https://http2.mlstatic.com/D_NQ_NP_2X_936064-MLA102667552269_122025-E.webp: 2 | https://http2.mlstatic.com/D_NQ_NP_2X_950518-MLA114987131426_082026-E.webp: 2 | https://http2.mlstatic.com/D_NQ_NP_2X_775173-MLA114307029642_082026-E.webp: 2 | https://http2.mlstatic.com/D_NQ_NP_2X_782360-MLA116773788855_082026-E.webp: 2 | https://http2.mlstatic.com/D_NQ_NP_2X_683008-MLA115963493569_082026-E.webp: 2 | https://http2.mlstatic.com/D_NQ_NP_2X_746972-MLA116025845805_082026-E.webp: 2 | https://http2.mlstatic.com/D_NQ_NP_2X_609551-MLA116210242073_082026-E.webp: 2
df_raw_meli_alq_temp,imagen_id,4495,D_NQ_NP_2X_894935-MLA86341465423_062025-E: 3 | D_NQ_NP_2X_861470-MLA115354722220_082026-E: 3 | D_NQ_NP_2X_786192-MLA102668267049_122025-E: 2 | D_NQ_NP_2X_936064-MLA102667552269_122025-E: 2 | D_NQ_NP_2X_950518-MLA114987131426_082026-E: 2 | D_NQ_NP_2X_775173-MLA114307029642_082026-E: 2 | D_NQ_NP_2X_782360-MLA116773788855_082026-E: 2 | D_NQ_NP_2X_683008-MLA115963493569_082026-E: 2 | D_NQ_NP_2X_746972-MLA116025845805_082026-E: 2 | D_NQ_NP_2X_609551-MLA116210242073_082026-E: 2
df_raw_meli_alq_temp,item_id,4494,MLA2698335478: 2 | MLA1613951673: 2 | MLA3809030658: 2 | MLA3731193956: 2 | MLA3868959096: 2 | MLA3770431896: 2 | MLA1981334047: 2 | MLA3792111602: 2 | MLA1986927303: 2 | MLA1582383891: 2
df_raw_meli_alq_temp,direccion,3872,"Teniente Juan Domingo Peron 4100, Almagro, Capital Federal: 36 | Uriarte Al 1600, Palermo, Capital Federal: 26 | Thames Al 2200, Palermo, Capital Federal: 14 | Av. Dorrego 2231, Palermo, Capital Federal: 12 | Av. Dorrego 2187, Palermo Hollywood, Capital Federal: 12 | Buenos Aires, Núñez, Capital Federal: 12 | Agüero Al 1400, Recoleta, Capital Federal: 10 | Av. Dorrego 2231, Palermo Hollywood, Capital Federal: 10 | Vera 256, Villa Crespo, Capital Federal: 10 | Departamento DOS Ambientes – Recoleta – Alquiler Temporal, Recoleta, Capital Federal: 10"
df_raw_meli_alq_temp,titulo,3585,Departamento En Palermo: 98 | Alquiler Temporario Mensual En Buenos Aires: 75 | Departamento En Recoleta: 42 | Departamento Para 2 Personas En Alquiler Temporario En Palermo: 30 | Departamento Para 3 Personas En Alquiler Temporario En Palermo: 28 | Departamento En Alquiler Temporario: 22 | Departamento En Palermo Soho: 21 | Departamento En Puerto Madero: 21 | Departamento En Nuñez: 21 | Departamento En Belgrano: 18
df_raw_meli_alq_temp,calle,2281,Juana Manso Al: 48 | Av. Dorrego: 44 | Paraguay: 41 | Charcas: 37 | Teniente Juan Domingo Peron: 36 | Juana Manso: 34 | Uriarte Al: 30 | Av. Corrientes: 28 | Juncal: 28 | Fitz Roy: 27
df_raw_meli_alq_temp,atributos_texto,707,2 ambs. | 1 baño | 40 m² cubiertos: 298 | 1 amb. | 1 baño | 30 m² cubiertos: 294 | 2 ambs. | 1 baño | 45 m² cubiertos: 208 | 1 amb. | 1 baño | 35 m² cubiertos: 165 | 2 ambs. | 1 baño | 50 m² cubiertos: 144 | 1 amb. | 1 baño | 40 m² cubiertos: 128 | 2 ambs. | 1 baño | 35 m² cubiertos: 127 | 2 ambs. | 1 baño | 42 m² cubiertos: 118 | 1 amb. | 1 baño | 32 m² cubiertos: 101 | 1 amb. | 1 baño | 25 m² cubiertos: 90
df_raw_meli_alq_temp,precio_texto,592,US$ 700: 251 | US$ 600: 214 | US$ 1.000: 214 | US$ 1.200: 209 | US$ 650: 208 | US$ 800: 195 | US$ 750: 192 | US$ 1.500: 189 | US$ 850: 147 | US$ 1.100: 140
df_raw_meli_alq_temp,barrio,72,Palermo: 904 | Recoleta: 671 | Almagro: 342 | Puerto Madero: 333 | Palermo Hollywood: 307 | Belgrano: 306 | San Nicolás: 251 | San Telmo: 236 | Núñez: 214 | Palermo Soho: 192
df_raw_meli_alq_temp,search_url,43,https://inmuebles.mercadolibre.com.ar/departamentos/alquiler-temporal/capital-federal/: 2015 | https://inmuebles.mercadolibre.com.ar/departamentos/alquiler-temporal/capital-federal/palermo/: 945 | https://inmuebles.mercadolibre.com.ar/departamentos/alquiler-temporal/capital-federal/recoleta/: 416 | https://inmuebles.mercadolibre.com.ar/departamentos/alquiler-temporal/capital-federal/almagro/: 216 | https://inmuebles.mercadolibre.com.ar/departamentos/alquiler-temporal/capital-federal/belgrano/: 213 | https://inmuebles.mercadolibre.com.ar/departamentos/alquiler-temporal/capital-federal/puerto-madero/: 212 | https://inmuebles.mercadolibre.com.ar/departamentos/alquiler-temporal/capital-federal/nunez/: 157 | https://inmuebles.mercadolibre.com.ar/departamentos/alquiler-temporal/capital-federal/san-nicolas/: 157 | https://inmuebles.mercadolibre.com.ar/departamentos/alquiler-temporal/capital-federal/caballito/: 156 | https://inmuebles.mercadolibre.com.ar/departamentos/alquiler-temporal/capital
df_raw_meli_alq_temp,inmobiliaria,40,<NA>: 5558 | Alternativa Propiedades: 316 | Situar: 103 | Remax Premium: 50 | Lepore: 22 | Yankel Group: 19 | LA Propiedades: 15 | Sistema Coldwell Banker: 12 | Reynolds Propiedades: 11 | MARTING PROPIEDADES: 8
df_raw_meli_alq_temp,localidad,9,Capital Federal: 6177 | Santa Fe: 4 | Bs.As. Costa Atlántica: 2 | Bs.As. G.B.A. Sur: 2 | Bs.As. G.B.A. Oeste: 1 | Misiones: 1 | Buenos Aires Interior: 1 | Entre Ríos: 1 | Córdoba: 1
df_raw_meli_alq_temp,posesion,4,<NA>: 6180 | Entrega inmediata: 7 | Venta en blanco: 2 | Preventa: 1
df_raw_meli_alq_temp,tipo_superficie,3,cubierta: 5789 | total: 376 | <NA>: 25
df_raw_meli_alq_temp,estado_entrega,3,<NA>: 6179 | entrega_inmediata: 7 | en_pozo: 4
df_raw_meli_alq_temp,moneda,2,USD: 4382 | ARS: 1808
df_raw_meli_alq_temp,provincia,2,Capital Federal: 6177 | <NA>: 13
df_raw_meli_alq_temp,_archivo_origen,2,data\raw\mercadolibre_inmuebles_alquiler temporario\meli_alq_temp_2.csv: 4175 | data\raw\mercadolibre_inmuebles_alquiler temporario\meli_alq_temp_1.csv: 2015
df_raw_meli_alq_temp,fuente,1,Mercado Libre: 6190
df_raw_meli_alq_temp,tipo_propiedad,1,departamento: 6190
df_raw_meli_alq_temp,tipo_operacion,1,alquiler temporal: 6190
df_raw_meli_alq_temp,imagen_extension,1,webp: 6190
df_raw_meli_vtas,imagen_principal,42829,https://http2.mlstatic.com/D_NQ_NP_2X_715270-MLA114255766326_082026-E.webp: 13 | https://http2.mlstatic.com/D_NQ_NP_2X_730764-MLA115588536293_082026-E.webp: 11 | https://http2.mlstatic.com/D_NQ_NP_2X_795649-MLA110836023010_052026-E.webp: 6 | https://http2.mlstatic.com/D_NQ_NP_2X_860516-MLA78496498909_082024-E.webp: 6 | https://http2.mlstatic.com/D_NQ_NP_2X_http://http2.mlstatic.com/resources/frontend/statics/processing-image/1.0.0/I-ES.jpg-E.webp: 5 | https://http2.mlstatic.com/D_NQ_NP_2X_986522-MLA112697747825_062026-E.webp: 5 | https://http2.mlstatic.com/D_NQ_NP_2X_937248-MLA106638292759_022026-E.webp: 4 | https://http2.mlstatic.com/D_NQ_NP_2X_632136-MLA92320578893_092025-E.webp: 4 | https://http2.mlstatic.com/D_NQ_NP_2X_958738-MLA78195873879_082024-E.webp: 4 | https://http2.mlstatic.com/D_NQ_NP_2X_786652-MLA76496904903_052024-E.webp: 4
df_raw_meli_vtas,imagen_id,42828,D_NQ_NP_2X_715270-MLA114255766326_082026-E: 13 | D_NQ_NP_2X_730764-MLA115588536293_082026-E: 11 | <NA>: 6 | D_NQ_NP_2X_795649-MLA110836023010_052026-E: 6 | D_NQ_NP_2X_860516-MLA78496498909_082024-E: 6 | D_NQ_NP_2X_986522-MLA112697747825_062026-E: 5 | D_NQ_NP_2X_937248-MLA106638292759_022026-E: 4 | D_NQ_NP_2X_632136-MLA92320578893_092025-E: 4 | D_NQ_NP_2X_958738-MLA78195873879_082024-E: 4 | D_NQ_NP_2X_786652-MLA76496904903_052024-E: 4
df_raw_meli_vtas,url,42825,https://departamento.mercadolibre.com.ar/MLA-1844045092-mine-migueletes-bajo-belgrano-_JM: 2 | https://departamento.mercadolibre.com.ar/MLA-1576121951-edificio-en-belgrano-_JM: 2 | https://departamento.mercadolibre.com.ar/MLA-2180923204-edificio-en-nunez-_JM: 2 | https://departamento.mercadolibre.com.ar/MLA-1742685247-exclusivos-semipisos-con-residencias-de-3-dormitorios-con-dependencia-en-lo-mejor-de-villa-crespo-_JM: 2 | https://departamento.mercadolibre.com.ar/MLA-3039892666-neuquen-edificio-en-caballito-_JM: 2 | https://departamento.mercadolibre.com.ar/MLA-1413237760-edificio-villa-crespo-_JM: 2 | https://departamento.mercadolibre.com.ar/MLA-2022623536-edificio-en-nunez-_JM: 2 | https://departamento.mercadolibre.com.ar/MLA-1911641826-edificio-en-las-canitas-_JM: 2 | https://departamento.mercadolibre.com.ar/MLA-2022454582-edificio-en-nunez-_JM: 2 | https://departamento.mercadolibre.com.ar/MLA-1464705307-edificio-en-colegiales-_JM: 2
df_raw_meli_vtas,slug,42825,MLA-1844045092-mine-migueletes-bajo-belgrano-_JM: 2 | MLA-1576121951-edificio-en-belgrano-_JM: 2 | MLA-2180923204-edificio-en-nunez-_JM: 2 | MLA-1742685247-exclusivos-semipisos-con-residencias-de-3-dormitorios-con-dependencia-en-lo-mejor-de-villa-crespo-_JM: 2 | MLA-3039892666-neuquen-edificio-en-caballito-_JM: 2 | MLA-1413237760-edificio-villa-crespo-_JM: 2 | MLA-2022623536-edificio-en-nunez-_JM: 2 | MLA-1911641826-edificio-en-las-canitas-_JM: 2 | MLA-2022454582-edificio-en-nunez-_JM: 2 | MLA-1464705307-edificio-en-colegiales-_JM: 2
df_raw_meli_vtas,item_id,42778,MLA1844045092: 2 | MLA1576121951: 2 | MLA2180923204: 2 | MLA1742685247: 2 | MLA3039892666: 2 | MLA1413237760: 2 | MLA2022623536: 2 | MLA1911641826: 2 | MLA2022454582: 2 | MLA1464705307: 2
df_raw_meli_vtas,texto_tarjeta,42183,"Departamento en venta Departamento Mono Ambiente Al Frente A La Venta En Villa Devoto! US$ 89.000 1 amb. 35 m² cubiertos Gabriela Mistral Al 3400, Villa Devoto, Capital Federal Destacado: 9 | Departamento en venta Departamento En Venta En Villa Crespo Apto Crédito 3 Ambientes Con Balcón Cochera Y Pileta. US$ 150.000 3 ambs. 1 baño 49 m² cubiertos Jufré Al 200, Villa Crespo, Capital Federal: 9 | Departamento en venta Departamento En Venta En Mataderos US$ 128.000 2 ambs. 2 baños 59 m² cubiertos Av. Escalada Al 1060. Entre Tapalque Y Jose Enrique Rodo, Mataderos, Capital Federal: 7 | Departamento en venta Departamento En Villa Urquiza US$ 140.420 2 ambs. 2 baños 46 m² cubiertos Miller Al 2300, Villa Urquiza, Capital Federal: 7 | Departamento en venta Departamento En Villa Urquiza US$ 165.760 2 ambs. 2 baños 50 m² cubiertos Miller Al 2300, Villa Urquiza, Capital Federal: 7 | Departamento en venta Departamento Mono Ambiente Al Contrafrente A La Venta En Villa Devoto! US$ 81.000 1 amb. 1 ba"
df_raw_meli_vtas,titulo,30194,Departamento - Nuñez: 357 | Departamento - Belgrano: 253 | Departamento En Venta En Villa Luro: 186 | Departamento - Recoleta: 154 | Departamento En Venta En Liniers: 153 | Departamentos Venta Recoleta: 152 | Departamento En Venta En San Cristobal: 145 | Departamento - Villa Crespo: 140 | Departamento - Palermo: 129 | Departamento - Saavedra: 119
df_raw_meli_vtas,direccion,25964,"Av Avellaneda Al 900, Caballito, Capital Federal: 58 | Ruiz Huidobro 3000, Saavedra, Capital Federal: 55 | Bernardo De Irigoyen Al 1100, San Telmo, Capital Federal: 52 | Malabia 600, Villa Crespo, Capital Federal: 46 | Charlone 1400, Villa Ortúzar, Capital Federal: 46 | Maure Al 4000, Chacarita, Capital Federal: 45 | Olazabal 2600, Entre Amenabar Y Moldes, Belgrano, Capital Federal: 40 | Azucena Villaflor Al 500, Puerto Madero, Capital Federal: 40 | Bernardo De Irigoyen 1100, San Telmo, Capital Federal: 40 | Av. Comodoro Martín Rivadavia Al 1600, Núñez, Capital Federal: 38"
df_raw_meli_vtas,scraped_at_utc,14144,2026-08-15T18:50:46.787904+00:00: 46 | 2026-08-15T18:46:15.496190+00:00: 45 | 2026-08-15T19:12:24.762911+00:00: 45 | 2026-08-15T20:28:21.795488+00:00: 45 | 2026-08-15T20:33:28.530050+00:00: 45 | 2026-08-15T20:35:25.889943+00:00: 45 | 2026-08-15T20:15:36.814217+00:00: 44 | 2026-08-15T20:36:26.352402+00:00: 44 | 2026-08-15T19:15:28.359930+00:00: 43 | 2026-08-15T20:17:16.832851+00:00: 43
df_raw_meli_vtas,calle,10335,Av. Rivadavia: 145 | Nuñez: 142 | Avenida Rivadavia: 137 | Avenida Corrientes: 133 | Juana Manso Al: 122 | Lavalle: 116 | Juana Manso: 114 | Carlos Calvo Al: 107 | Sarmiento: 102 | Vuelta De Obligado Al: 102
df_raw_meli_vtas,precio_texto,6652,US$ 120.000: 566 | US$ 115.000: 561 | US$ 85.000: 549 | US$ 75.000: 543 | US$ 110.000: 532 | US$ 95.000: 521 | US$ 125.000: 515 | US$ 135.000: 444 | US$ 90.000: 423 | US$ 65.000: 420
df_raw_meli_vtas,atributos_texto,3757,2 ambs. | 1 baño | 40 m² cubiertos: 808 | 1 amb. | 1 baño | 30 m² cubiertos: 719 | 2 ambs. | 1 baño | 45 m² cubiertos: 649 | 2 ambs. | 1 baño | 42 m² cubiertos: 610 | 1 amb. | 1 baño | 32 m² cubiertos: 603 | 1 amb. | 1 baño | 31 m² cubiertos: 588 | 2 ambs. | 1 baño | 44 m² cubiertos: 567 | 2 ambs. | 1 baño | 43 m² cubiertos: 552 | 1 amb. | 1 baño | 35 m² cubiertos: 552 | 2 ambs. | 1 baño | 46 m² cubiertos: 542
df_raw_meli_vtas,inmobiliaria,98,<NA>: 34891 | Interwin: 1469 | Lepore: 1091 | Remax Premium: 697 | Sistema Coldwell Banker: 661 | Korn Propiedades: 471 | LA Propiedades: 427 | Martin Pinus: 349 | LJ Ramos Brokers Inmobiliarios: 265 | Situar: 263
df_raw_meli_vtas,barrio,69,Belgrano: 2219 | Palermo: 2214 | Caballito: 2177 | Recoleta: 2153 | Núñez: 2123 | Villa Urquiza: 2113 | Villa Crespo: 2090 | Almagro: 2085 | Balvanera: 2066 | Flores: 1920
df_raw_meli_vtas,search_url,49,https://inmuebles.mercadolibre.com.ar/departamentos/venta/capital-federal/: 4032 | https://inmuebles.mercadolibre.com.ar/departamentos/venta/capital-federal/balvanera/: 1976 | https://inmuebles.mercadolibre.com.ar/departamentos/venta/capital-federal/villa-urquiza/: 1949 | https://inmuebles.mercadolibre.com.ar/departamentos/venta/capital-federal/villa-crespo/: 1944 | https://inmuebles.mercadolibre.com.ar/departamentos/venta/capital-federal/almagro/: 1941 | https://inmuebles.mercadolibre.com.ar/departamentos/venta/capital-federal/nunez/: 1909 | https://inmuebles.mercadolibre.com.ar/departamentos/venta/capital-federal/flores/: 1868 | https://inmuebles.mercadolibre.com.ar/departamentos/venta/capital-federal/recoleta/: 1851 | https://inmuebles.mercadolibre.com.ar/departamentos/venta/capital-federal/caballito/: 1847 | https://inmuebles.mercadolibre.com.ar/departamentos/venta/capital-federal/palermo/: 1817
df_raw_meli_vtas,posesion,7,<NA>: 42733 | Venta en blanco: 829 | Entrega inmediata: 361 | Preventa: 51 | Inmediata: 18 | Venta en verde: 14 | Pronta entrega: 7
df_raw_meli_vtas,localidad,5,Capital Federal: 44008 | Santa Fe: 2 | Bs.As. Costa Atlántica: 1 | Recoleta: 1 | Bs.As. G.B.A. Sur: 1
df_raw_meli_vtas,estado_entrega,5,<NA>: 41243 | en_pozo: 1621 | en_construccion: 657 | entrega_inmediata: 485 | proxima_entrega: 7
df_raw_meli_vtas,tipo_superficie,3,cubierta: 43069 | total: 902 | <NA>: 42
df_raw_meli_vtas,moneda,2,USD: 44010 | ARS: 3
df_raw_meli_vtas,provincia,2,Capital Federal: 44009 | <NA>: 4
df_raw_meli_vtas,imagen_extension,2,webp: 44012 | jpg: 1
df_raw_meli_vtas,_archivo_origen,2,data\raw\mercadolibre_inmuebles_ventas\meli_vtas_2.csv: 41997 | data\raw\mercadolibre_inmuebles_ventas\meli_vtas_1.csv: 2016
df_raw_meli_vtas,fuente,1,Mercado Libre: 44013
df_raw_meli_vtas,tipo_propiedad,1,departamento: 44013
df_raw_meli_vtas,tipo_operacion,1,venta: 44013
df_raw_zonaprop,property_id,980,174f7e930591b69560cf: 1 | 20ca395ef7fec01725e3: 1 | 1f1de14646c5f6ebf54a: 1 | 8c1454136d0e9219743b: 1 | 2c5245d12929a5c3e9f7: 1 | 16c577d04289dc6710b1: 1 | 96390dbc04483d011ab8: 1 | 0dd8b84d61c958cea802: 1 | c88b837b77d82a87de40: 1 | 4d81c7a8adf37e7e205a: 1
df_raw_zonaprop,url,980,https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-2-ambientes-a-estrenar-ideal-vivienda-o-inversion-59559283.html: 1 | https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-o-alquiler-en-monserrat-58237965.html: 1 | https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-juncal-y-carlos-pellegrini-59215305.html: 1 | https://www.zonaprop.com.ar/propiedades/emprendimiento/ememvein-alvear-tower-56365379.html: 1 | https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-ubicado-en-puerto-madero-58984098.html: 1 | https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-de-3-ambientes-en-venta-en-caballito-59758532.html: 1 | https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-teodoro-garcia-y-av-luis-maria-campos-59558630.html: 1 | https://www.zonaprop.com.ar/propiedades/emprendimiento/ememvein-av-san-juan-2402-san-cristobal-capital-federal-56862866.html: 1 | https://www.zonaprop.com.ar/propieda
df_raw_zonaprop,scraped_at_utc,980,2026-08-17T20:48:48.072806+00:00: 1 | 2026-08-17T20:48:48.090095+00:00: 1 | 2026-08-17T20:48:48.106647+00:00: 1 | 2026-08-17T20:48:48.123989+00:00: 1 | 2026-08-17T20:48:48.142080+00:00: 1 | 2026-08-17T20:48:48.158409+00:00: 1 | 2026-08-17T20:48:48.174842+00:00: 1 | 2026-08-17T20:48:48.191418+00:00: 1 | 2026-08-17T20:48:48.208274+00:00: 1 | 2026-08-17T20:48:48.224762+00:00: 1
df_raw_zonaprop,imagen_principal,980,https://imgar.zonapropcdn.com/avisos/1/00/59/55/92/83/360x266/2064166730.jpg?isFirstImage=true: 1 | https://imgar.zonapropcdn.com/avisos/1/00/58/23/79/65/360x266/2029326409.jpg?isFirstImage=true: 1 | https://imgar.zonapropcdn.com/avisos/1/00/59/21/53/05/360x266/2055455814.jpg?isFirstImage=true: 1 | https://imgar.zonapropcdn.com/avisos/1/00/56/36/53/79/720x532/1978992570.jpg?isFirstImage=true: 1 | https://imgar.zonapropcdn.com/avisos/1/00/58/98/40/98/360x266/2049493898.jpg?isFirstImage=true: 1 | https://imgar.zonapropcdn.com/avisos/1/00/59/75/85/32/360x266/2068993966.jpg?isFirstImage=true: 1 | https://imgar.zonapropcdn.com/avisos/1/00/59/55/86/30/360x266/2064147086.jpg?isFirstImage=true: 1 | https://imgar.zonapropcdn.com/avisos/1/00/56/86/28/66/720x532/1992506990.jpg?isFirstImage=true: 1 | https://imgar.zonapropcdn.com/avisos/1/00/59/69/35/84/360x266/2067406248.jpg?isFirstImage=true: 1 | https://imgar.zonapropcdn.com/avisos/1/00/59/84/63/12/360x266/2071124275.jpg?isFirstImage=true: 1
df_raw_zonaprop,atributos_extra_json,978,"{""texto_tarjeta"": ""USD 1.400 $ 450.000 Expensas 120 m² tot. 3 amb. 2 dorm. 2 baños Avenida Coronel Díaz 2400 Recoleta, Capital Federal Impecable semipiso! Balcón corrido al frente con espectacular vista al parque las heras! Muy luminoso! Todo luz y sol! Excelente distribución! Amoblado Y equipado! Hall de entrada! Living-comedor! Toilette de recepción! Hall de distribución! 2 Dormitorios! 3er Dormitorio o escritorio! Placares! Baño completo con ventilación natural! Cocina completa! Lavadero independiente! Dependencia de servicio con su baño con ventilación natural! Entrada de servicio! Losa radiante! 2 Splits frío-calor! Servicios centrales! Pisos de madera! El encargado vive en el edificio! 2 Ascensores! Todos los medios de transporte! Inmejorable ubicación! único! Oportunidad! * Esta propiedad no cuenta con acceso para personas con movilidad reducida. *Las descripciones, medidas, superficies y proporciones consignadas en esta ficha son aproximadas, sólo se muestran a modo orientativo"
df_raw_zonaprop,titulo,974,"Exclusivo Penthouse amoblado en alquiler – Palermo Soho - posibilidad de alquilarlo vacio o amoblado - gran terraza propiaimponente penthouse dúplex de 3 ambientes que combina diseño, amplitud y vistas abiertas en un edificio de excelente calidad constructiva en el corazón de Palermo Soho. Planta Baja: Un gran living comedor con salida al balcón, con mucha luz natural. Cocina moderna totalmente equipada, con amplios espacios de guardado. Toilette de recepción con detalles de categoría. Bajo escalera con baulera profunda. Planta Alta: Dos suites principales con vestidores muy amplias y salida a balcones privados, un de ellas con gran terraza propia, ideales para disfrutar del sol y la tranquilidad. Detalles adicionales: Cochera fija cubierta en planta bajaTerminaciones de primera calidadCalefacción y aire acondicionado por split frío / calor. Cocina y horno eléctricos. Amenities: Piscina con soláriumParrillaLaundrySeguridad y vigilancia 24 hsCada rincón de esta propiedad fue diseñado pa"
df_raw_zonaprop,inmobiliaria,868,USD 700: 9 | Consultar precio: 8 | USD 1.100: 7 | $ 600.000 $ 150.000 Expensas: 6 | USD 1.500: 6 | USD 600: 5 | USD 1.300: 5 | USD 2.500: 4 | USD 2.000: 3 | USD 1.600: 3
df_raw_zonaprop,precio_texto,467,USD 1.500: 18 | USD 2.000: 16 | USD 1.200: 16 | USD 1.000: 15 | USD 650: 15 | $ 900.000: 14 | USD 2.500: 13 | USD 700: 13 | USD 1.100: 13 | $ 600.000: 12
df_raw_zonaprop,expensas_texto,183,<NA>: 326 | Expensas 50: 22 | Expensas 35: 22 | Expensas 45: 18 | Expensas 38: 18 | Expensas 34: 17 | Expensas 47: 16 | Expensas 40: 16 | Expensas 55: 16 | Expensas 60: 14
df_raw_zonaprop,direccion_completa,62,"Palermo, Capital Federal: 117 | Recoleta, Capital Federal: 105 | Puerto Madero, Capital Federal: 91 | Belgrano, Capital Federal: 81 | Palermo Hollywood, Palermo: 41 | Caballito, Capital Federal: 40 | Núñez, Capital Federal: 40 | Almagro, Capital Federal: 36 | Las Cañitas, Palermo: 31 | Retiro, Capital Federal: 30"
df_raw_zonaprop,calle,61,Palermo: 117 | Recoleta: 105 | Puerto Madero: 91 | Belgrano: 81 | Palermo Hollywood: 41 | Caballito: 40 | Núñez: 40 | Almagro: 36 | Las Cañitas: 31 | Retiro: 30
df_raw_zonaprop,piso,6,<NA>: 613 | alermo: 254 | uerto: 91 | arque: 14 | ueyrred: 4 | aternal: 4
df_raw_zonaprop,search_url,3,https://www.zonaprop.com.ar/departamentos-venta-capital-federal.html: 485 | https://www.zonaprop.com.ar/departamentos-alquiler-capital-federal.html: 262 | https://www.zonaprop.com.ar/inmuebles-alquiler-temporal-capital-federal.html: 233
df_raw_zonaprop,moneda,3,USD: 819 | ARS: 153 | <NA>: 8
df_raw_zonaprop,tipo_operacion,2,alquiler: 495 | venta: 485
df_raw_zonaprop,expensas_moneda,2,<NA>: 978 | ARS: 2
df_raw_zonaprop,fuente,1,Zonaprop: 980
df_raw_zonaprop,parse_warnings,1,modo_listado_sin_ficha_detallada: 980
df_raw_zonaprop,_archivo_origen,1,data\raw\zonaprop\propiedades_zonaprop.csv: 980
