,precio,precio_noche_estimado,precio_mensual_estimado,ambientes_ref,ambientes,dormitorios_ref,dormitorios,banios_ref,banios,comuna,latitud,longitud
rating_is_null,0.06603730454574662,0.06603730454574662,0.06603730454574666,0.07196237947037092,0.07196237947037092,0.0719623794703716,0.0719623794703716,0.05825568753856914,0.05825568753856914,-0.05520951287877474,-0.07097870851803376,0.03461967467097768
reviews_is_null,0.06603730454574662,0.06603730454574662,0.06603730454574666,0.07196237947037092,0.07196237947037092,0.0719623794703716,0.0719623794703716,0.05825568753856914,0.05825568753856914,-0.05520951287877474,-0.07097870851803376,0.03461967467097768
