dataset,columna,count,mean,std,min,1%,5%,25%,50%,75%,95%,99%,max
df_raw_zonaprop,gas_natural,0.0,,,,,,,,,,,
df_raw_zonaprop,agua_corriente,0.0,,,,,,,,,,,
df_raw_zonaprop,electricidad,0.0,,,,,,,,,,,
df_raw_zonaprop,cloaca,0.0,,,,,,,,,,,
df_raw_zonaprop,internet,0.0,,,,,,,,,,,
df_raw_zonaprop,vista_rio,0.0,,,,,,,,,,,
df_raw_zonaprop,vista_abierta,0.0,,,,,,,,,,,
df_raw_zonaprop,reciclado,0.0,,,,,,,,,,,
df_raw_zonaprop,a_refaccionar,0.0,,,,,,,,,,,
df_raw_zonaprop,cantidad_imagenes,980.0,2.036734693877551,0.2406102876890048,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0
df_raw_zonaprop,video_url,0.0,,,,,,,,,,,
df_raw_zonaprop,tour_virtual_url,0.0,,,,,,,,,,,
df_raw_zonaprop,cantidad_atributos_extra,980.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
df_raw_zonaprop,jsonld_raw,0.0,,,,,,,,,,,
df_raw_airbnb_norm,property_id,9596.0,1.0346648929538049e+18,5.872224762281128e+17,24763.0,1541493.1,18205104.5,7.420415438834689e+17,1.1319715638891468e+18,1.5509502802885253e+18,1.7391933648633564e+18,1.7638018038654328e+18,1.7677389155479142e+18
df_raw_airbnb_norm,precio,9596.0,176.98078365985828,1857.1317783133459,16.833333333333332,27.133333333333333,32.9,45.73333333333333,60.86666666666667,90.56666666666666,225.09166666666667,809.5533333333321,69768.0
df_raw_airbnb_norm,comuna,9519.0,8.312217669923312,5.887633185830073,1.0,1.0,1.0,2.0,12.0,14.0,15.0,15.0,15.0
df_raw_airbnb_norm,latitud,9596.0,-34.59097517373736,0.019229863218080987,-34.70302,-34.6361,-34.6219,-34.6025,-34.590360000000004,-34.5801875,-34.5559,-34.543495,-34.52706
df_raw_airbnb_norm,longitud,9596.0,-58.41825431164752,0.030873728711770226,-58.5306,-58.4983,-58.4697,-58.4381,-58.422045,-58.3926,-58.37143,-58.36221,-58.3356
df_raw_airbnb_norm,ambientes,9594.0,2.0500312695434646,0.8522683898767489,1.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,19.0
df_raw_airbnb_norm,dormitorios,9594.0,1.0500312695434646,0.8522683898767489,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,18.0
df_raw_airbnb_norm,banios,9590.0,1.1222106360792492,0.5753994141625962,0.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,17.0
df_raw_airbnb_norm,toilettes,9590.0,0.10688216892596454,0.3089794910325009,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
df_raw_airbnb_norm,camas,9407.0,1.8488359732114383,1.4807950793302231,1.0,1.0,1.0,1.0,1.0,2.0,4.0,6.0,40.0
df_raw_airbnb_norm,capacidad,9596.0,2.945185493955815,1.4582309401146785,2.0,2.0,2.0,2.0,2.0,4.0,5.0,8.0,26.0
df_raw_airbnb_norm,seller_id,9596.0,3.0689895622163444e+16,2.2722441378992237e+17,13426.0,416887.10000000003,2120738.0,36668835.0,160436779.0,469282547.0,697196422.25,1.7066659161647232e+18,1.7671390427016543e+18
df_raw_airbnb_norm,rating,8074.0,4.736254644538024,0.4271341358171735,1.0,3.0,4.0,4.68,4.84,4.97,5.0,5.0,5.0
df_raw_airbnb_norm,reviews,8074.0,38.141441664602425,52.76316894603352,1.0,1.0,1.0,6.0,19.0,51.0,132.34999999999945,238.0,1140.0
df_raw_airbnb_norm,cantidad_imagenes,9596.0,26.80637765735723,19.02583266144808,1.0,5.0,8.0,15.0,23.0,33.0,58.0,90.0,450.0
