,superficie_cubierta_m2_is_null,cocheras_is_null,piso_is_null,expensas_texto_is_null,expensas_is_null,dormitorios_ref_is_null,dormitorios_is_null,banios_is_null,banios_ref_is_null
superficie_cubierta_m2_is_null,1.0,0.01516021841787229,0.025635146266548812,0.0626031333231208,0.0626031333231208,0.030598186533221716,0.030598186533221716,0.015256757644442955,0.015256757644442955
cocheras_is_null,0.01516021841787229,1.0,0.11121360448280475,0.03760341687304413,0.03760341687304413,0.0397429365059411,0.0397429365059411,-0.007324366310879816,-0.007324366310879816
piso_is_null,0.025635146266548812,0.11121360448280475,1.0,-0.05779684710938861,-0.05779684710938861,0.04664730063290628,0.04664730063290628,-0.003692169370230613,-0.003692169370230613
expensas_texto_is_null,0.0626031333231208,0.03760341687304413,-0.05779684710938861,1.0,1.0,0.15103730491267478,0.15103730491267478,0.2795067626799712,0.2795067626799712
expensas_is_null,0.0626031333231208,0.03760341687304413,-0.05779684710938861,1.0,1.0,0.15103730491267478,0.15103730491267478,0.2795067626799712,0.2795067626799712
dormitorios_ref_is_null,0.030598186533221716,0.0397429365059411,0.04664730063290628,0.15103730491267478,0.15103730491267478,1.0,1.0,0.3862175255604941,0.3862175255604941
dormitorios_is_null,0.030598186533221716,0.0397429365059411,0.04664730063290628,0.15103730491267478,0.15103730491267478,1.0,1.0,0.3862175255604941,0.3862175255604941
banios_is_null,0.015256757644442955,-0.007324366310879816,-0.003692169370230613,0.2795067626799712,0.2795067626799712,0.3862175255604941,0.3862175255604941,1.0,1.0
banios_ref_is_null,0.015256757644442955,-0.007324366310879816,-0.003692169370230613,0.2795067626799712,0.2795067626799712,0.3862175255604941,0.3862175255604941,1.0,1.0
