dataset,columna,tipo_dato,tipo_variable,n_filas,nulos_iniciales,pct_nulos_iniciales,invalidos_tipo_faltante,pct_invalidos_tipo_faltante,min_cuantitativa,max_cuantitativa,n_labels_categorica,comentario_usabilidad_calidad
df_raw_zonaprop,cantidad_plantas,float64,cuantitativa,980,980,100.0,0,0.0,,,,baja: faltantes muy altos; usar solo como referencia secundaria
df_raw_zonaprop,cantidad_pisos_edificio,float64,cuantitativa,980,980,100.0,0,0.0,,,,baja: faltantes muy altos; usar solo como referencia secundaria
df_raw_zonaprop,departamentos_por_piso,float64,cuantitativa,980,980,100.0,0,0.0,,,,baja: faltantes muy altos; usar solo como referencia secundaria
df_raw_zonaprop,apto_credito,float64,cuantitativa,980,980,100.0,0,0.0,,,,baja: faltantes muy altos; usar solo como referencia secundaria
df_raw_zonaprop,apto_profesional,float64,cuantitativa,980,980,100.0,0,0.0,,,,baja: faltantes muy altos; usar solo como referencia secundaria
df_raw_zonaprop,permite_mascotas,float64,cuantitativa,980,980,100.0,0,0.0,,,,baja: faltantes muy altos; usar solo como referencia secundaria
df_raw_zonaprop,accesibilidad,float64,cuantitativa,980,980,100.0,0,0.0,,,,baja: faltantes muy altos; usar solo como referencia secundaria
df_raw_zonaprop,amoblado,float64,cuantitativa,980,980,100.0,0,0.0,,,,baja: faltantes muy altos; usar solo como referencia secundaria
df_raw_zonaprop,balcon,float64,cuantitativa,980,980,100.0,0,0.0,,,,baja: faltantes muy altos; usar solo como referencia secundaria
df_raw_zonaprop,terraza,float64,cuantitativa,980,980,100.0,0,0.0,,,,baja: faltantes muy altos; usar solo como referencia secundaria
df_raw_zonaprop,patio,float64,cuantitativa,980,980,100.0,0,0.0,,,,baja: faltantes muy altos; usar solo como referencia secundaria
df_raw_zonaprop,jardin,float64,cuantitativa,980,980,100.0,0,0.0,,,,baja: faltantes muy altos; usar solo como referencia secundaria
df_raw_zonaprop,parrilla,float64,cuantitativa,980,980,100.0,0,0.0,,,,baja: faltantes muy altos; usar solo como referencia secundaria
df_raw_zonaprop,pileta,float64,cuantitativa,980,980,100.0,0,0.0,,,,baja: faltantes muy altos; usar solo como referencia secundaria
df_raw_zonaprop,sum,float64,cuantitativa,980,980,100.0,0,0.0,,,,baja: faltantes muy altos; usar solo como referencia secundaria
df_raw_zonaprop,gimnasio,float64,cuantitativa,980,980,100.0,0,0.0,,,,baja: faltantes muy altos; usar solo como referencia secundaria
df_raw_zonaprop,sauna,float64,cuantitativa,980,980,100.0,0,0.0,,,,baja: faltantes muy altos; usar solo como referencia secundaria
df_raw_zonaprop,laundry,float64,cuantitativa,980,980,100.0,0,0.0,,,,baja: faltantes muy altos; usar solo como referencia secundaria
df_raw_zonaprop,baulera,float64,cuantitativa,980,980,100.0,0,0.0,,,,baja: faltantes muy altos; usar solo como referencia secundaria
df_raw_zonaprop,ascensor,float64,cuantitativa,980,980,100.0,0,0.0,,,,baja: faltantes muy altos; usar solo como referencia secundaria
df_raw_zonaprop,seguridad_24h,float64,cuantitativa,980,980,100.0,0,0.0,,,,baja: faltantes muy altos; usar solo como referencia secundaria
df_raw_zonaprop,vigilancia,float64,cuantitativa,980,980,100.0,0,0.0,,,,baja: faltantes muy altos; usar solo como referencia secundaria
df_raw_zonaprop,aire_acondicionado,float64,cuantitativa,980,980,100.0,0,0.0,,,,baja: faltantes muy altos; usar solo como referencia secundaria
df_raw_zonaprop,calefaccion,float64,cuantitativa,980,980,100.0,0,0.0,,,,baja: faltantes muy altos; usar solo como referencia secundaria
df_raw_zonaprop,losa_radiante,float64,cuantitativa,980,980,100.0,0,0.0,,,,baja: faltantes muy altos; usar solo como referencia secundaria
df_raw_zonaprop,gas_natural,float64,cuantitativa,980,980,100.0,0,0.0,,,,baja: faltantes muy altos; usar solo como referencia secundaria
df_raw_zonaprop,agua_corriente,float64,cuantitativa,980,980,100.0,0,0.0,,,,baja: faltantes muy altos; usar solo como referencia secundaria
df_raw_zonaprop,electricidad,float64,cuantitativa,980,980,100.0,0,0.0,,,,baja: faltantes muy altos; usar solo como referencia secundaria
